Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13579,15,5,1539.04,5,4,4,544,13,Champions
13580,406,1,107.75,2,1,1,211,4,Lost
13581,309,2,280.53,2,2,1,221,5,Lost
13582,390,2,241.68,2,2,1,221,5,Lost
13583,156,2,1445.03,3,2,4,324,9,Potential Loyalists
13584,307,3,392.45,2,3,2,232,7,Hibernating
13585,531,3,684.54,1,3,3,133,7,At Risk
13586,541,1,131.53,1,1,1,111,3,Lost
13587,64,4,1673.5,3,3,4,334,10,Loyal Customers
13588,16,9,2478.95,5,5,4,554,14,Champions
13589,15,6,1120.74,5,4,3,543,12,Loyal Customers
13590,11,18,6349.59,5,5,5,555,15,Champions
13591,65,7,2093.94,3,4,4,344,11,Loyal Customers
13592,36,4,247.96,4,3,1,431,8,Hibernating
13593,108,14,5523.69,3,5,5,355,13,Loyal Customers
13594,53,2,533.32,4,2,2,422,8,New Customers
13595,517,3,818.22,1,3,3,133,7,At Risk
13596,6,2,697.04,5,2,3,523,10,New Customers
13597,400,2,396.71,2,2,2,222,6,Lost
13598,47,5,789.59,4,4,3,443,11,Loyal Customers
13599,1,33,10167.63,5,5,5,555,15,Champions
13600,312,2,518.42,2,2,2,222,6,Lost
13601,45,4,1185.14,4,3,3,433,10,Loyal Customers
13602,65,4,1025.17,3,3,3,333,9,Loyal Customers
13603,26,1,164.34,4,1,1,411,6,New Customers
13604,659,1,717.62,1,1,3,113,5,Hibernating
13605,387,2,522.67,2,2,2,222,6,Lost
13606,29,3,280.54,4,3,1,431,8,Hibernating
13607,40,2,1078.31,4,2,3,423,9,New Customers
13608,541,1,236.2,1,1,1,111,3,Lost
13609,593,1,167.35,1,1,1,111,3,Lost
13610,12,14,2175.88,5,5,4,554,14,Champions
13611,89,10,3319.53,3,5,5,355,13,Loyal Customers
13612,633,1,818.29,1,1,3,113,5,Hibernating
13613,453,5,1039.85,1,4,3,143,8,At Risk
13614,24,6,2359.19,4,4,4,444,12,Champions
13615,319,8,6272.53,2,4,5,245,11,At Risk
13616,568,2,288.1,1,2,1,121,4,Lost
13617,40,8,1278.75,4,4,4,444,12,Champions
13618,174,1,177.34,3,1,1,311,5,Promising
13619,545,2,231.69,1,2,1,121,4,Lost
13620,528,1,112.34,1,1,1,111,3,Lost
13621,117,1,213.85,3,1,1,311,5,Promising
13622,696,1,658.95,1,1,3,113,5,Hibernating
13623,31,10,2566.49,4,5,4,454,13,Champions
13624,388,1,462.08,2,1,2,212,5,Lost
13625,597,1,301.26,1,1,2,112,4,Lost
13626,253,2,707.04,2,2,3,223,7,Hibernating
13627,59,7,2245.9,4,4,4,444,12,Champions
13628,676,1,310.14,1,1,2,112,4,Lost
13629,23,19,13370.86,4,5,5,455,14,Champions
13630,5,7,2031.78,5,4,4,544,13,Champions
13631,100,11,3070.42,3,5,5,355,13,Loyal Customers
13632,25,8,3648.15,4,4,5,445,13,Champions
13634,33,16,5073.47,4,5,5,455,14,Champions
13635,68,4,2999.16,3,3,5,335,11,Loyal Customers
13636,37,5,949.12,4,4,3,443,11,Loyal Customers
13637,52,3,810.5,4,3,3,433,10,Loyal Customers
13638,16,1,122.64,5,1,1,511,7,New Customers
13639,74,2,1346.27,3,2,4,324,9,Potential Loyalists
13640,611,1,405.0,1,1,2,112,4,Lost
13641,641,5,1016.47,1,4,3,143,8,At Risk
13642,216,4,514.72,2,3,2,232,7,Hibernating
13643,31,10,2156.77,4,5,4,454,13,Champions
13644,16,4,2624.26,5,3,4,534,12,Loyal Customers
13645,120,1,252.1,3,1,1,311,5,Promising
13646,400,2,326.25,2,2,2,222,6,Lost
13647,10,8,3071.68,5,4,5,545,14,Champions
13648,400,8,1764.02,2,4,4,244,10,At Risk
13649,257,6,1678.88,2,4,4,244,10,At Risk
13650,17,10,3288.0,5,5,5,555,15,Champions
13651,35,3,226.85,4,3,1,431,8,Hibernating
13652,46,5,2570.85,4,4,4,444,12,Champions
13653,488,1,152.2,1,1,1,111,3,Lost
13654,43,11,6308.0,4,5,5,455,14,Champions
13655,114,6,2280.51,3,4,4,344,11,Loyal Customers
13656,165,4,1078.85,3,3,3,333,9,Loyal Customers
13657,11,2,382.14,5,2,2,522,9,New Customers
13658,10,9,6025.5,5,5,5,555,15,Champions
13659,206,12,4894.88,2,5,5,255,12,At Risk
13660,400,1,314.59,2,1,2,212,5,Lost
13661,603,1,325.24,1,1,2,112,4,Lost
13662,86,11,2250.11,3,5,4,354,12,Loyal Customers
13663,179,5,2047.51,3,4,4,344,11,Loyal Customers
13665,386,3,1711.66,2,3,4,234,9,At Risk
13666,60,5,127.9,3,4,1,341,8,Hibernating
13667,149,1,305.02,3,1,2,312,6,Promising
13668,3,35,13089.94,5,5,5,555,15,Champions
13669,51,3,413.55,4,3,2,432,9,Potential Loyalists
13670,75,1,349.7,3,1,2,312,6,Promising
13671,395,1,194.95,2,1,1,211,4,Lost
13672,301,3,419.92,2,3,2,232,7,Hibernating
13673,19,2,396.92,5,2,2,522,9,New Customers
13674,433,1,240.68,1,1,1,111,3,Lost
13675,151,2,486.82,3,2,2,322,7,Potential Loyalists
13676,539,2,243.9,1,2,1,121,4,Lost
13677,405,2,556.19,2,2,2,222,6,Lost
13678,152,1,232.6,3,1,1,311,5,Promising
13679,494,3,281.26,1,3,1,131,5,Hibernating
13680,1,12,11435.67,5,5,5,555,15,Champions
13681,18,4,827.83,5,3,3,533,11,Loyal Customers
13682,187,1,59.5,3,1,1,311,5,Promising
13683,458,1,258.6,1,1,1,111,3,Lost
13684,286,4,596.98,2,3,2,232,7,Hibernating
13685,3,7,3119.44,5,4,5,545,14,Champions
13686,183,3,409.04,3,3,2,332,8,Potential Loyalists
13687,438,1,11880.84,1,1,5,115,7,Hibernating
13688,635,1,375.5,1,1,2,112,4,Lost
13689,63,2,1259.5,3,2,4,324,9,Potential Loyalists
13690,59,1,172.25,4,1,1,411,6,New Customers
13691,396,1,212.78,2,1,1,211,4,Lost
13692,25,5,3114.4,4,4,5,445,13,Champions
13693,374,9,2011.82,2,5,4,254,11,At Risk
13694,4,143,196482.81,5,5,5,555,15,Champions
13695,31,16,2770.73,4,5,4,454,13,Champions
13696,422,3,2020.4,1,3,4,134,8,At Risk
13697,39,1,151.3,4,1,1,411,6,New Customers
13698,597,2,465.53,1,2,2,122,5,Lost
13699,155,2,764.15,3,2,3,323,8,Potential Loyalists
13700,26,13,2613.46,4,5,4,454,13,Champions
13701,447,1,161.0,1,1,1,111,3,Lost
13702,446,1,135.18,1,1,1,111,3,Lost
13703,318,2,425.56,2,2,2,222,6,Lost
13704,5,9,2308.06,5,5,4,554,14,Champions
13705,8,7,2035.33,5,4,4,544,13,Champions
13706,303,2,631.17,2,2,3,223,7,Hibernating
13707,267,5,3365.86,2,4,5,245,11,At Risk
13708,271,1,296.88,2,1,2,212,5,Lost
13709,4,18,7591.75,5,5,5,555,15,Champions
13710,32,3,509.52,4,3,2,432,9,Potential Loyalists
13711,219,9,1792.26,2,5,4,254,11,At Risk
13712,247,2,766.42,2,2,3,223,7,Hibernating
13713,408,3,743.26,2,3,3,233,8,At Risk
13714,465,1,161.35,1,1,1,111,3,Lost
13715,281,17,8483.29,2,5,5,255,12,At Risk
13716,269,1,138.28,2,1,1,211,4,Lost
13717,32,8,1763.3,4,4,4,444,12,Champions
13718,246,2,306.55,2,2,2,222,6,Lost
13719,15,11,2815.25,5,5,4,554,14,Champions
13720,117,4,799.9,3,3,3,333,9,Loyal Customers
13721,36,2,741.54,4,2,3,423,9,New Customers
13722,132,10,5635.41,3,5,5,355,13,Loyal Customers
13723,217,6,1209.2,2,4,3,243,9,At Risk
13724,637,1,213.01,1,1,1,111,3,Lost
13725,50,8,1980.56,4,4,4,444,12,Champions
13726,39,2,1079.66,4,2,3,423,9,New Customers
13727,29,8,1080.05,4,4,3,443,11,Loyal Customers
13728,37,16,2855.17,4,5,4,454,13,Champions
13729,436,3,724.73,1,3,3,133,7,At Risk
13730,136,2,752.6,3,2,3,323,8,Potential Loyalists
13731,219,2,610.59,2,2,2,222,6,Lost
13732,28,1,491.86,4,1,2,412,7,New Customers
13733,411,2,487.03,1,2,2,122,5,Lost
13734,509,4,6701.64,1,3,5,135,9,At Risk
13735,25,13,9813.22,4,5,5,455,14,Champions
13736,5,7,2766.21,5,4,4,544,13,Champions
13737,200,1,339.6,2,1,2,212,5,Lost
13738,396,1,440.93,2,1,2,212,5,Lost
13739,18,2,292.2,5,2,2,522,9,New Customers
13740,241,5,1597.77,2,4,4,244,10,At Risk
13741,72,3,668.43,3,3,3,333,9,Loyal Customers
13742,17,12,3131.02,5,5,5,555,15,Champions
13743,3,7,1341.6,5,4,4,544,13,Champions
13744,95,2,1156.36,3,2,3,323,8,Potential Loyalists
13745,162,2,777.36,3,2,3,323,8,Potential Loyalists
13746,414,1,176.69,1,1,1,111,3,Lost
13747,374,2,249.4,2,2,1,221,5,Lost
13748,96,9,2268.35,3,5,4,354,12,Loyal Customers
13750,54,11,3602.18,4,5,5,455,14,Champions
13751,288,1,296.25,2,1,2,212,5,Lost
13752,124,7,1590.73,3,4,4,344,11,Loyal Customers
13753,288,4,2094.57,2,3,4,234,9,At Risk
13754,152,3,447.05,3,3,2,332,8,Potential Loyalists
13755,4,9,2161.35,5,5,4,554,14,Champions
13756,2,23,9207.5,5,5,5,555,15,Champions
13757,675,1,195.55,1,1,1,111,3,Lost
13758,12,15,9416.98,5,5,5,555,15,Champions
13759,33,2,659.41,4,2,3,423,9,New Customers
13760,54,5,1363.64,4,4,4,444,12,Champions
13761,50,6,1952.17,4,4,4,444,12,Champions
13762,219,5,2472.48,2,4,4,244,10,At Risk
13763,63,3,5217.44,3,3,5,335,11,Loyal Customers
13764,71,6,2953.26,3,4,4,344,11,Loyal Customers
13765,653,1,352.82,1,1,2,112,4,Lost
13766,495,1,190.35,1,1,1,111,3,Lost
13767,2,73,35540.53,5,5,5,555,15,Champions
13768,727,2,875.97,1,2,3,123,6,Hibernating
13769,2,20,5800.42,5,5,5,555,15,Champions
13770,422,4,785.37,1,3,3,133,7,At Risk
13771,64,9,5728.82,3,5,5,355,13,Loyal Customers
13772,34,8,3114.22,4,4,5,445,13,Champions
13773,397,2,301.54,2,2,2,222,6,Lost
13774,82,1,345.0,3,1,2,312,6,Promising
13775,591,1,1049.66,1,1,3,113,5,Hibernating
13776,428,2,623.98,1,2,3,123,6,Hibernating
13777,1,61,56478.42,5,5,5,555,15,Champions
13778,103,4,1124.49,3,3,3,333,9,Loyal Customers
13779,516,1,161.13,1,1,1,111,3,Lost
13780,7,3,735.82,5,3,3,533,11,Loyal Customers
13781,251,3,778.83,2,3,3,233,8,At Risk
13782,13,13,1793.72,5,5,4,554,14,Champions
13783,488,4,1542.09,1,3,4,134,8,At Risk
13784,10,14,2910.23,5,5,4,554,14,Champions
13785,429,4,542.49,1,3,2,132,6,Hibernating
13786,367,6,3358.94,2,4,5,245,11,At Risk
13787,76,6,1222.5,3,4,3,343,10,Loyal Customers
13788,505,1,3.75,1,1,1,111,3,Lost
13789,388,1,239.46,2,1,1,211,4,Lost
13790,4,1,348.8,5,1,2,512,8,New Customers
13791,128,2,1516.0,3,2,4,324,9,Potential Loyalists
13792,66,3,383.95,3,3,2,332,8,Potential Loyalists
13793,647,1,96.0,1,1,1,111,3,Lost
13794,547,1,126.03,1,1,1,111,3,Lost
13795,388,4,836.3,2,3,3,233,8,At Risk
13796,499,1,289.7,1,1,1,111,3,Lost
13797,437,3,1179.45,1,3,3,133,7,At Risk
13798,1,110,75836.87,5,5,5,555,15,Champions
13799,117,9,2803.57,3,5,4,354,12,Loyal Customers
13800,310,3,1679.56,2,3,4,234,9,At Risk
13801,67,1,324.8,3,1,2,312,6,Promising
13802,139,19,26259.11,3,5,5,355,13,Loyal Customers
13803,255,3,1338.91,2,3,4,234,9,At Risk
13804,31,9,3208.52,4,5,5,455,14,Champions
13805,52,2,924.6,4,2,3,423,9,New Customers
13806,64,1,256.38,3,1,1,311,5,Promising
13807,367,3,534.8,2,3,2,232,7,Hibernating
13808,6,5,1747.66,5,4,4,544,13,Champions
13809,305,3,679.7,2,3,3,233,8,At Risk
13810,29,3,1499.01,4,3,4,434,11,Loyal Customers
13811,184,3,814.5,3,3,3,333,9,Loyal Customers
13812,42,3,539.0,4,3,2,432,9,Potential Loyalists
13813,40,8,2765.47,4,4,4,444,12,Champions
13814,92,3,2257.32,3,3,4,334,10,Loyal Customers
13815,22,8,7475.74,4,4,5,445,13,Champions
13816,24,2,571.67,4,2,2,422,8,New Customers
13817,29,2,382.98,4,2,2,422,8,New Customers
13818,430,1,61.28,1,1,1,111,3,Lost
13819,302,6,2642.35,2,4,4,244,10,At Risk
13820,418,3,660.65,1,3,3,133,7,At Risk
13821,145,6,1410.73,3,4,4,344,11,Loyal Customers
13822,6,2,632.0,5,2,3,523,10,New Customers
13823,19,7,3403.45,5,4,5,545,14,Champions
13824,33,12,3314.76,4,5,5,455,14,Champions
13825,622,2,255.59,1,2,1,121,4,Lost
13826,176,1,189.5,3,1,1,311,5,Promising
13827,58,3,412.05,4,3,2,432,9,Potential Loyalists
13828,22,1,209.49,4,1,1,411,6,New Customers
13829,421,1,102.0,1,1,1,111,3,Lost
13830,582,1,156.85,1,1,1,111,3,Lost
13831,16,18,7023.58,5,5,5,555,15,Champions
13832,19,2,613.69,5,2,2,522,9,New Customers
13833,159,2,701.36,3,2,3,323,8,Potential Loyalists
13834,577,2,324.19,1,2,2,122,5,Lost
13835,25,7,1095.27,4,4,3,443,11,Loyal Customers
13836,399,2,620.37,2,2,3,223,7,Hibernating
13837,212,2,271.24,2,2,1,221,5,Lost
13838,6,10,1966.09,5,5,4,554,14,Champions
13839,486,1,139.95,1,1,1,111,3,Lost
13840,416,1,651.4,1,1,3,113,5,Hibernating
13841,253,1,85.0,2,1,1,211,4,Lost
13842,59,18,5629.91,4,5,5,455,14,Champions
13843,381,1,319.75,2,1,2,212,5,Lost
13844,11,1,361.62,5,1,2,512,8,New Customers
13845,65,1,312.98,3,1,2,312,6,Promising
13846,25,4,1307.79,4,3,4,434,11,Loyal Customers
13847,720,1,310.72,1,1,2,112,4,Lost
13848,92,8,3335.0,3,4,5,345,12,Loyal Customers
13849,52,5,3469.3,4,4,5,445,13,Champions
13850,129,1,1595.48,3,1,4,314,8,Promising
13851,96,8,4606.46,3,4,5,345,12,Loyal Customers
13852,611,1,187.35,1,1,1,111,3,Lost
13853,57,1,1090.14,4,1,3,413,8,New Customers
13854,9,39,12253.96,5,5,5,555,15,Champions
13855,501,4,1310.34,1,3,4,134,8,At Risk
13856,169,11,1142.03,3,5,3,353,11,Loyal Customers
13857,393,6,1001.01,2,4,3,243,9,At Risk
13858,57,1,216.17,4,1,1,411,6,New Customers
13859,326,2,515.86,2,2,2,222,6,Lost
13860,1,5,1245.9,5,4,3,543,12,Loyal Customers
13861,429,2,273.26,1,2,1,121,4,Lost
13862,18,9,2556.09,5,5,4,554,14,Champions
13863,248,4,1239.55,2,3,3,233,8,At Risk
13864,387,1,662.4,2,1,3,213,6,Hibernating
13865,58,4,501.56,4,3,2,432,9,Potential Loyalists
13866,74,1,145.67,3,1,1,311,5,Promising
13867,31,3,1015.29,4,3,3,433,10,Loyal Customers
13868,7,2,3192.54,5,2,5,525,12,New Customers
13869,123,10,8111.57,3,5,5,355,13,Loyal Customers
13870,2,15,5712.08,5,5,5,555,15,Champions
13871,23,17,7885.85,4,5,5,455,14,Champions
13872,527,3,919.57,1,3,3,133,7,At Risk
13873,120,8,1038.92,3,4,3,343,10,Loyal Customers
13874,358,7,2049.15,2,4,4,244,10,At Risk
13875,54,14,4814.37,4,5,5,455,14,Champions
13876,64,1,122.7,3,1,1,311,5,Promising
13877,86,3,449.68,3,3,2,332,8,Potential Loyalists
13878,55,4,2473.06,4,3,4,434,11,Loyal Customers
13879,646,1,395.5,1,1,2,112,4,Lost
13880,21,17,4391.66,4,5,5,455,14,Champions
13881,4,43,45179.1,5,5,5,555,15,Champions
13882,3,5,1191.13,5,4,3,543,12,Loyal Customers
13883,11,15,6560.02,5,5,5,555,15,Champions
13884,7,10,1888.48,5,5,4,554,14,Champions
13885,189,2,506.8,3,2,2,322,7,Potential Loyalists
13886,71,1,243.56,3,1,1,311,5,Promising
13887,204,1,349.55,2,1,2,212,5,Lost
13888,120,7,2169.05,3,4,4,344,11,Loyal Customers
13889,93,6,1991.23,3,4,4,344,11,Loyal Customers
13890,1,14,2927.38,5,5,4,554,14,Champions
13891,378,3,863.56,2,3,3,233,8,At Risk
13892,27,6,1267.65,4,4,4,444,12,Champions
13893,298,1,821.1,2,1,3,213,6,Hibernating
13894,24,3,564.62,4,3,2,432,9,Potential Loyalists
13895,28,6,4008.52,4,4,5,445,13,Champions
13896,626,1,388.55,1,1,2,112,4,Lost
13897,50,3,1160.72,4,3,3,433,10,Loyal Customers
13898,326,2,686.4,2,2,3,223,7,Hibernating
13899,16,2,388.52,5,2,2,522,9,New Customers
13900,183,6,1610.59,3,4,4,344,11,Loyal Customers
13901,72,15,5676.34,3,5,5,355,13,Loyal Customers
13902,632,5,34095.26,1,4,5,145,10,At Risk
13903,400,1,165.45,2,1,1,211,4,Lost
13904,37,2,332.64,4,2,2,422,8,New Customers
13905,733,1,312.65,1,1,2,112,4,Lost
13906,409,1,42.0,2,1,1,211,4,Lost
13907,692,1,136.8,1,1,1,111,3,Lost
13908,80,4,2369.55,3,3,4,334,10,Loyal Customers
13909,423,2,286.6,1,2,1,121,4,Lost
13911,57,20,4234.99,4,5,5,455,14,Champions
13912,424,1,124.95,1,1,1,111,3,Lost
13913,507,1,42.22,1,1,1,111,3,Lost
13914,12,2,626.45,5,2,3,523,10,New Customers
13915,394,1,70.8,2,1,1,211,4,Lost
13916,464,4,1275.81,1,3,4,134,8,At Risk
13917,50,2,272.04,4,2,1,421,7,New Customers
13918,50,2,1212.84,4,2,3,423,9,New Customers
13919,59,4,1360.68,4,3,4,434,11,Loyal Customers
13920,432,4,1774.68,1,3,4,134,8,At Risk
13921,402,4,730.7,2,3,3,233,8,At Risk
13922,352,3,865.2,2,3,3,233,8,At Risk
13923,54,1,351.13,4,1,2,412,7,New Customers
13924,2,6,1838.85,5,4,4,544,13,Champions
13925,93,4,678.25,3,3,3,333,9,Loyal Customers
13926,23,1,223.85,4,1,1,411,6,New Customers
13927,75,2,708.26,3,2,3,323,8,Potential Loyalists
13928,11,4,464.57,5,3,2,532,10,Potential Loyalists
13929,169,11,3494.1,3,5,5,355,13,Loyal Customers
13930,58,2,337.34,4,2,2,422,8,New Customers
13931,96,11,5257.38,3,5,5,355,13,Loyal Customers
13932,295,1,307.4,2,1,2,212,5,Lost
13933,109,2,608.79,3,2,2,322,7,Potential Loyalists
13934,264,1,922.1,2,1,3,213,6,Hibernating
13935,597,3,6116.92,1,3,5,135,9,At Risk
13936,180,3,939.66,3,3,3,333,9,Loyal Customers
13937,169,2,880.13,3,2,3,323,8,Potential Loyalists
13938,35,1,71.66,4,1,1,411,6,New Customers
13939,23,7,1560.96,4,4,4,444,12,Champions
13940,17,4,839.14,5,3,3,533,11,Loyal Customers
13941,22,15,11122.3,4,5,5,455,14,Champions
13942,535,1,320.0,1,1,2,112,4,Lost
13943,578,1,246.54,1,1,1,111,3,Lost
13944,653,1,200.43,1,1,1,111,3,Lost
13945,395,2,854.15,2,2,3,223,7,Hibernating
13946,79,6,1876.23,3,4,4,344,11,Loyal Customers
13947,65,1,90.6,3,1,1,311,5,Promising
13948,361,4,548.76,2,3,2,232,7,Hibernating
13949,3,6,2427.32,5,4,4,544,13,Champions
13950,11,4,745.06,5,3,3,533,11,Loyal Customers
13951,176,3,674.45,3,3,3,333,9,Loyal Customers
13952,218,14,12823.52,2,5,5,255,12,At Risk
13953,7,12,6640.68,5,5,5,555,15,Champions
13954,2,2,439.92,5,2,2,522,9,New Customers
13955,154,3,545.17,3,3,2,332,8,Potential Loyalists
13956,5,5,1026.42,5,4,3,543,12,Loyal Customers
13957,418,3,458.25,1,3,2,132,6,Hibernating
13958,380,8,4709.23,2,4,5,245,11,At Risk
13959,79,6,1076.18,3,4,3,343,10,Loyal Customers
13960,21,2,230.22,4,2,1,421,7,New Customers
13961,392,1,538.4,2,1,2,212,5,Lost
13962,22,3,362.8,4,3,2,432,9,Potential Loyalists
13963,308,17,3011.87,2,5,5,255,12,At Risk
13964,387,2,438.9,2,2,2,222,6,Lost
13965,477,3,996.61,1,3,3,133,7,At Risk
13966,435,1,390.86,1,1,2,112,4,Lost
13967,146,2,166.3,3,2,1,321,6,Promising
13968,423,1,123.66,1,1,1,111,3,Lost
13969,7,35,13365.87,5,5,5,555,15,Champions
13970,386,2,846.55,2,2,3,223,7,Hibernating
13971,19,14,4667.57,5,5,5,555,15,Champions
13972,71,2,190.25,3,2,1,321,6,Promising
13973,287,1,264.7,2,1,1,211,4,Lost
13974,49,2,677.72,4,2,3,423,9,New Customers
13975,31,12,5358.84,4,5,5,455,14,Champions
13976,207,4,1192.36,2,3,3,233,8,At Risk
13977,411,1,519.81,1,1,2,112,4,Lost
13978,15,2,196.79,5,2,1,521,8,New Customers
13979,73,7,3416.23,3,4,5,345,12,Loyal Customers
13980,60,5,799.92,3,4,3,343,10,Loyal Customers
13981,416,1,331.14,1,1,2,112,4,Lost
13982,39,9,4445.59,4,5,5,455,14,Champions
13983,30,21,7108.45,4,5,5,455,14,Champions
13984,27,12,2048.6,4,5,4,454,13,Champions
13985,4,22,10020.86,5,5,5,555,15,Champions
13986,17,1,320.46,5,1,2,512,8,New Customers
13987,380,2,682.54,2,2,3,223,7,Hibernating
13988,20,8,4757.8,4,4,5,445,13,Champions
13989,66,5,2026.06,3,4,4,344,11,Loyal Customers
13990,213,1,311.3,2,1,2,212,5,Lost
13991,12,6,855.97,5,4,3,543,12,Loyal Customers
13992,30,3,219.5,4,3,1,431,8,Hibernating
13993,43,19,6775.71,4,5,5,455,14,Champions
13994,4,6,2313.14,5,4,4,544,13,Champions
13995,15,14,3902.01,5,5,5,555,15,Champions
13996,386,2,895.76,2,2,3,223,7,Hibernating
13997,519,3,382.31,1,3,2,132,6,Hibernating
13998,447,3,566.7,1,3,2,132,6,Hibernating
13999,10,29,9502.26,5,5,5,555,15,Champions
14000,211,5,2046.34,2,4,4,244,10,At Risk
14001,46,9,4530.09,4,5,5,455,14,Champions
14002,134,2,529.73,3,2,2,322,7,Potential Loyalists
14003,733,1,209.41,1,1,1,111,3,Lost
14004,43,11,6258.45,4,5,5,455,14,Champions
14005,10,5,2874.72,5,4,4,544,13,Champions
14006,116,7,2196.67,3,4,4,344,11,Loyal Customers
14007,513,1,79.48,1,1,1,111,3,Lost
14008,432,1,509.04,1,1,2,112,4,Lost
14009,198,3,1099.91,2,3,3,233,8,At Risk
14010,565,2,445.15,1,2,2,122,5,Lost
14011,480,2,457.82,1,2,2,122,5,Lost
14012,278,1,328.8,2,1,2,212,5,Lost
14013,110,5,1084.57,3,4,3,343,10,Loyal Customers
14014,77,3,1948.21,3,3,4,334,10,Loyal Customers
14015,53,1,917.34,4,1,3,413,8,New Customers
14016,162,11,11403.41,3,5,5,355,13,Loyal Customers
14017,571,1,229.75,1,1,1,111,3,Lost
14018,645,1,367.15,1,1,2,112,4,Lost
14019,47,3,1421.61,4,3,4,434,11,Loyal Customers
14020,17,4,1249.01,5,3,4,534,12,Loyal Customers
14021,155,7,1716.58,3,4,4,344,11,Loyal Customers
14022,225,2,792.15,2,2,3,223,7,Hibernating
14023,7,2,584.07,5,2,2,522,9,New Customers
14024,122,3,645.74,3,3,3,333,9,Loyal Customers
14025,465,8,4057.9,1,4,5,145,10,At Risk
14026,471,2,713.11,1,2,3,123,6,Hibernating
14027,61,1,104.82,3,1,1,311,5,Promising
14028,550,3,10396.5,1,3,5,135,9,At Risk
14029,63,2,467.66,3,2,2,322,7,Potential Loyalists
14030,18,20,8262.29,5,5,5,555,15,Champions
14031,7,44,40999.17,5,5,5,555,15,Champions
14032,2,16,4850.27,5,5,5,555,15,Champions
14033,555,1,109.44,1,1,1,111,3,Lost
14034,22,3,651.82,4,3,3,433,10,Loyal Customers
14035,29,9,2856.72,4,5,4,454,13,Champions
14036,285,1,626.65,2,1,3,213,6,Hibernating
14037,176,6,836.95,3,4,3,343,10,Loyal Customers
14038,78,5,3069.88,3,4,5,345,12,Loyal Customers
14039,33,2,267.28,4,2,1,421,7,New Customers
14040,41,35,12645.57,4,5,5,455,14,Champions
14041,266,1,141.41,2,1,1,211,4,Lost
14042,725,1,431.98,1,1,2,112,4,Lost
14043,491,2,304.25,1,2,2,122,5,Lost
14044,27,10,3123.1,4,5,5,455,14,Champions
14045,109,16,11313.03,3,5,5,355,13,Loyal Customers
14046,284,1,154.99,2,1,1,211,4,Lost
14047,9,14,4255.03,5,5,5,555,15,Champions
14048,305,3,748.69,2,3,3,233,8,At Risk
14049,17,13,13239.03,5,5,5,555,15,Champions
14050,32,2,746.36,4,2,3,423,9,New Customers
14051,1,37,22434.0,5,5,5,555,15,Champions
14052,20,2,480.81,4,2,2,422,8,New Customers
14053,124,4,572.3,3,3,2,332,8,Potential Loyalists
14054,65,1,92.46,3,1,1,311,5,Promising
14055,106,3,1520.96,3,3,4,334,10,Loyal Customers
14056,1,23,8214.65,5,5,5,555,15,Champions
14057,24,22,8408.84,4,5,5,455,14,Champions
14058,463,2,469.19,1,2,2,122,5,Lost
14059,267,1,183.6,2,1,1,211,4,Lost
14060,5,30,9519.08,5,5,5,555,15,Champions
14061,507,3,917.43,1,3,3,133,7,At Risk
14062,10,24,25604.2,5,5,5,555,15,Champions
14063,438,9,22710.2,1,5,5,155,11,At Risk
14064,29,15,3332.42,4,5,5,455,14,Champions
14065,389,3,891.02,2,3,3,233,8,At Risk
14066,267,1,152.55,2,1,1,211,4,Lost
14067,64,2,374.7,3,2,2,322,7,Potential Loyalists
14068,320,4,1528.37,2,3,4,234,9,At Risk
14069,515,2,230.06,1,2,1,121,4,Lost
14070,685,1,326.55,1,1,2,112,4,Lost
14071,4,8,1438.82,5,4,4,544,13,Champions
14072,667,1,390.85,1,1,2,112,4,Lost
14073,32,1,151.04,4,1,1,411,6,New Customers
14074,623,1,219.4,1,1,1,111,3,Lost
14075,5,6,1734.87,5,4,4,544,13,Champions
14076,129,1,122.47,3,1,1,311,5,Promising
14077,41,6,615.08,4,4,2,442,10,Potential Loyalists
14078,102,9,1692.63,3,5,4,354,12,Loyal Customers
14079,125,2,618.73,3,2,3,323,8,Potential Loyalists
14080,33,5,1115.68,4,4,3,443,11,Loyal Customers
14081,302,10,5370.1,2,5,5,255,12,At Risk
14082,365,2,413.36,2,2,2,222,6,Lost
14083,4,11,1407.26,5,5,4,554,14,Champions
14084,512,1,150.5,1,1,1,111,3,Lost
14085,2,33,10104.97,5,5,5,555,15,Champions
14086,463,1,39.95,1,1,1,111,3,Lost
14087,3,3,846.22,5,3,3,533,11,Loyal Customers
14088,10,16,64036.8,5,5,5,555,15,Champions
14089,57,1,161.0,4,1,1,411,6,New Customers
14090,325,1,76.32,2,1,1,211,4,Lost
14091,654,2,9530.08,1,2,5,125,8,Hibernating
14092,8,24,7229.45,5,5,5,555,15,Champions
14093,12,1,442.85,5,1,2,512,8,New Customers
14094,440,1,335.22,1,1,2,112,4,Lost
14095,723,1,2.95,1,1,1,111,3,Lost
14096,4,17,65164.79,5,5,5,555,15,Champions
14097,481,2,422.86,1,2,2,122,5,Lost
14098,37,1,147.35,4,1,1,411,6,New Customers
14099,16,20,5765.71,5,5,5,555,15,Champions
14100,138,1,194.9,3,1,1,311,5,Promising
14101,74,13,9961.93,3,5,5,355,13,Loyal Customers
14102,5,5,1360.28,5,4,4,544,13,Champions
